Settlement period,Aut Wd,Aut Sat,Aut Sun,Hsr Wd,Hsr Sat,Hsr Sun,Smr Wd,Smr Sat,Smr Sun,Spr Wd,Spr Sat,Spr Sun,Wtr Wd,Wtr Sat,Wtr Sun
7:30,15.356,13.680,12.702,14.027,12.577,11.736,14.171,12.658,11.723,14.950,13.385,12.499,16.595,14.830,13.658
8:00,16.625,14.838,13.448,15.260,13.671,12.665,15.464,13.686,12.676,16.262,14.371,13.214,17.958,15.964,14.535
8:30,18.393,16.519,14.618,17.234,15.362,13.711,17.361,15.619,13.890,18.300,16.358,14.365,19.847,17.733,15.706
9:00,19.747,17.830,15.431,18.674,16.674,14.522,18.662,17.046,14.608,19.714,17.734,15.206,21.281,19.194,16.543
9:30,20.660,18.563,16.365,19.610,17.582,15.668,19.596,17.878,15.668,20.614,18.587,16.354,22.267,19.992,17.592
10:00,21.233,19.147,17.515,20.262,18.200,16.907,20.230,18.482,16.881,21.197,19.004,17.367,22.920,20.536,18.791
10:30,21.876,19.735,18.394,20.999,18.666,17.703,20.907,18.935,17.685,21.771,19.395,17.974,23.653,21.211,19.829
11:00,22.081,20.030,18.883,21.294,18.994,18.202,21.185,19.247,18.167,22.095,19.585,18.545,23.838,21.448,20.268
11:30,22.327,20.325,19.259,21.564,19.361,18.531,21.381,19.563,18.548,22.250,19.946,18.723,24.012,21.719,20.737
12:00,22.431,20.444,19.291,21.730,19.491,18.572,21.481,19.654,18.606,22.283,19.880,18.918,24.212,21.905,20.900
12:30,22.502,20.588,19.460,21.840,19.656,18.799,21.569,19.797,18.757,22.342,20.155,18.788,24.224,21.976,21.019
13:00,22.576,20.676,19.661,21.919,19.612,18.903,21.632,19.821,18.909,22.401,20.033,18.864,24.054,21.841,21.016
13:30,22.407,20.607,19.686,21.787,19.570,18.849,21.486,19.704,18.848,22.251,19.914,18.703,23.705,21.607,20.890
14:00,22.178,20.485,19.610,21.656,19.475,18.838,21.265,19.566,18.711,21.976,19.606,18.433,23.507,21.513,20.771
14:30,21.952,20.319,19.407,21.482,19.287,18.649,21.137,19.446,18.462,21.686,19.246,18.203,23.340,21.343,20.602
15:00,21.670,20.123,19.312,21.235,19.222,18.483,20.808,19.262,18.332,21.314,18.991,18.067,23.025,21.135,20.468
15:30,21.416,19.959,19.136,21.001,19.099,18.338,20.500,19.046,18.165,21.006,18.734,17.824,22.804,20.999,20.336
16:00,21.190,19.865,18.914,20.795,18.912,18.291,20.386,18.901,18.033,20.711,18.574,17.658,22.638,21.015,20.206
16:30,21.063,19.787,18.556,20.574,18.713,18.074,20.236,18.721,17.791,20.530,18.353,17.330,22.611,20.910,20.054
17:00,20.774,19.410,17.896,20.214,18.358,17.654,19.940,18.373,17.263,20.234,18.199,16.890,22.444,20.722,19.597
17:30,20.446,18.993,17.365,19.854,17.988,17.131,19.598,18.014,16.671,19.917,18.066,16.223,22.182,20.458,18.996
18:00,20.227,18.651,16.780,19.542,17.741,16.524,19.333,17.692,16.138,19.585,17.713,15.755,21.891,20.141,18.406
18:30,19.972,18.042,16.217,19.192,16.983,15.874,18.996,17.054,15.518,19.213,16.667,15.366,21.417,19.440,17.711
19:00,19.632,17.175,15.988,18.811,15.869,15.365,18.601,16.013,15.153,18.783,15.701,15.088,21.000,18.424,17.280
19:30,19.469,16.855,15.936,18.529,15.492,15.183,18.336,15.643,15.002,18.552,15.453,15.107,20.603,17.912,16.999
20:00,19.295,16.662,15.835,18.384,15.250,14.975,18.157,15.400,14.743,18.358,15.180,14.770,20.261,17.517,16.651
20:30,18.740,16.216,15.593,17.947,15.205,14.808,17.678,15.097,14.444,18.014,15.208,14.749,19.608,17.045,16.319
21:00,17.878,15.846,15.114,17.060,15.041,14.547,16.907,14.856,14.185,17.298,15.151,14.260,18.672,16.655,15.899
21:30,16.735,15.199,14.416,16.261,14.705,14.179,16.094,14.546,13.827,16.383,14.833,13.859,17.463,15.983,15.166
22:00,15.677,14.538,13.747,15.388,14.222,13.646,15.312,14.205,13.413,15.553,14.402,13.238,16.499,15.460,14.574
22:30,14.448,13.847,13.121,14.154,13.519,12.885,14.185,13.581,12.831,14.391,13.769,12.824,15.413,14.886,14.075
23:00,13.545,13.376,12.593,13.134,12.939,12.279,13.261,13.127,12.411,13.487,13.279,12.277,14.728,14.637,13.842
23:30,12.763,12.835,12.085,12.376,12.274,11.724,12.543,12.669,11.889,12.798,12.883,10.261,13.968,14.142,13.355
0:00,12.256,12.340,11.745,11.823,11.725,11.388,12.045,12.018,11.541,12.312,12.284,9.992,13.459,13.719,13.021
