Settlement period,Aut Wd,Aut Sat,Aut Sun,Hsr Wd,Hsr Sat,Hsr Sun,Smr Wd,Smr Sat,Smr Sun,Spr Wd,Spr Sat,Spr Sun,Wtr Wd,Wtr Sat,Wtr Sun
16:30,18.119,15.894,13.896,17.193,14.643,13.034,17.404,15.028,13.082,17.975,15.130,14.068,20.456,17.872,16.131
17:00,17.801,15.519,13.031,16.979,14.447,12.463,17.217,14.813,12.320,17.621,15.155,13.412,20.185,17.609,15.361
17:30,17.341,15.020,12.061,16.418,14.052,11.766,16.838,14.343,11.534,17.252,14.824,12.664,19.671,17.027,14.386
18:00,16.180,14.062,11.242,15.235,13.047,11.005,15.509,13.274,10.916,16.054,13.681,11.689,18.606,16.108,13.667
18:30,15.072,12.857,10.769,13.946,11.862,10.506,14.314,11.979,10.376,14.803,12.158,11.096,17.400,14.904,12.782
19:00,14.608,11.739,10.623,13.387,10.723,10.239,13.702,10.998,10.132,14.142,11.404,10.949,16.634,13.732,12.353
19:30,14.419,11.397,10.563,13.067,10.265,10.080,13.349,10.481,9.906,13.850,11.012,10.802,16.290,13.118,12.062
20:00,14.227,11.167,10.466,12.822,9.936,9.949,13.078,10.109,9.751,13.668,10.672,10.712,15.918,12.645,11.853
20:30,13.837,11.013,10.358,12.482,9.935,9.834,12.760,10.019,9.669,13.402,10.670,10.600,15.463,12.410,11.640
21:00,13.205,10.767,10.096,11.899,9.892,9.586,12.069,9.806,9.277,12.824,10.763,10.299,14.718,12.097,11.321
21:30,12.546,10.506,9.899,11.377,9.686,9.361,11.461,9.650,9.106,12.327,10.371,10.044,14.052,11.720,10.995
22:00,11.752,10.086,9.372,10.691,9.337,8.998,10.863,9.386,8.793,11.691,10.060,9.468,13.214,11.341,10.533
22:30,10.550,9.636,9.023,9.645,8.903,8.602,9.906,9.100,8.451,10.565,9.431,9.155,11.788,10.813,10.070
23:00,9.755,9.266,8.543,8.830,8.466,8.232,9.193,8.737,8.112,9.710,9.080,8.513,10.830,10.399,9.608
23:30,9.005,8.796,8.100,8.058,8.083,7.701,8.456,8.279,7.750,8.951,8.639,7.032,10.001,9.867,9.038
0:00,8.447,8.264,7.764,7.473,7.594,7.235,7.861,7.805,7.299,8.440,7.954,6.736,9.414,9.308,8.610
,,,,,,,,,,,,,,,
